index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
ff5c193fa7d39ea7a01dfd945786c0dd,2026-01-02T05:04:16Z,'extreme cold',www.juancole.com,en,0.9,"Gaza: Child Killed, Fires, Flooding, and Cold Claim Lives, as Israel restricts Shelter Materials",Medical staff attributed her death to extreme cold as a powerful winter storm continues to batter the Strip,https://www.juancole.com/2026/01/flooding-restricts-materials.html,https://media.juancole.com/images/2026/01/mohammed-ibrahim-703Sobdug5o-unsplash1.jpg,,"( IMEMC ) – A Palestinian child was killed by Israeli fire in northern Gaza on Thursday, as worsening winter conditions and unsafe displacement shelters led to the deaths of a woman, her daughter, an… [+3067 chars]",,"Gaza: Getötete Kinder, Brände, Überschwemmungen und Kälte fordern Menschenleben, da Israel die Bereitstellung von Notunterkünften einschränkt. Das medizinische Personal führte ihren Tod auf extreme Kälte zurück, während ein heftiger Wintersturm weiterhin über den Strip fegte","Gaza: Child Killed, Fires, Flooding, and Cold Claim Lives, as Israel restricts Shelter Materials. Medical staff attributed her death to extreme cold as a powerful winter storm continues to batter the Strip","Gaza: Puer occiditur, ignes, Diluvium, et frigus Vitas clamat, sicut Israel tegimen Materias restringit. Medicus baculum suum morti tribuit frigidissimo, sicut vehemens tempestas hiemalis pergit quatere Strip",2026-01-03 10:17:14+00:00
9ca97c606338070c33d860392b7fdcbf,2026-01-02T12:02:16Z,'cold wave',www.bbc.com,en,0.3,Hospital flu cases drop as NHS on cold weather alert,"NHS bosses say the fall is welcome, but expect freezing temperatures to increase pressure on the health service.",https://www.bbc.com/news/articles/cly5z0jz4k4o,https://ichef.bbci.co.uk/news/1024/branded_news/49b1/live/722fa750-e7c3-11f0-a8dc-93c15fe68710.jpg,http://web.archive.org/web/20260102134841/https://www.bbc.com/news/articles/cly5z0jz4k4o,"Nick TriggleHealth correspondent
The number of patients in hospital with flu has fallen in England, but NHS bosses are warning the cold snap could increase the pressure on the health service in the … [+2303 chars]",,"Krankenhausgrippefälle gehen zurück, da der NHS auf Kältewarnung hinweist. NHS-Chefs sagen, der Rückgang sei willkommen, gehen jedoch davon aus, dass die Temperaturen unter dem Gefrierpunkt den Druck auf das Gesundheitswesen erhöhen werden.","Hospital flu cases drop as NHS on cold weather alert. NHS bosses say the fall is welcome, but expect freezing temperatures to increase pressure on the health service.","Hospitium flu casuum stillant sicut NHS in tempestate frigoris intenti. NHS bullae dicunt casum gratissimum esse, sed expectes torpore temperaturas ut pressuram augeant in servitio sanitatis.",2026-01-03 15:16:02+00:00
5db0c93c3fe085119073c717a4d8fe0b,2026-01-02T02:45:35Z,'cold snap',nypost.com,en,0.9,Florida cold snap sends iguanas tumbling from trees on New Year’s Eve,"A sharp cold snap sent temperatures plunging across the state, stunning cold-blooded iguanas and knocking them from trees in South Florida.",https://nypost.com/2026/01/01/us-news/florida-cold-snap-sends-iguanas-tumbling-from-trees-on-new-years-eve/,https://nypost.com/wp-content/uploads/sites/2/2026/01/newspress-collage-4wckrswsi-1767320814783.jpg?quality=75&strip=all&1767302841&w=1200,,"Florida rang in the New Year under an Arctic chill and the cold delivered one of the Sunshine States strangest spectacles: iguanas falling from the sky.
A sharp cold snap sent temperatures plunging … [+3563 chars]",,"Der Kälteeinbruch in Florida lässt Leguane am Silvesterabend von Bäumen fallen. Ein heftiger Kälteeinbruch ließ die Temperaturen im ganzen Staat sinken, was kaltblütige Leguane betäubte und sie von Bäumen in Südflorida warf.","Florida cold snap sends iguanas tumbling from trees on New Year’s Eve. A sharp cold snap sent temperatures plunging across the state, stunning cold-blooded iguanas and knocking them from trees in South Florida.","Florida frigus frangitur mittit iguanas de arboribus in Novo anno in Eva decidentis. Snaculus acutus frigus misit temperaturas trans statum mersas, iguanas frigidas attonitas et eas ab arboribus in Florida Australi pulsans.",2026-01-03 15:16:02+00:00
d20e4bd5c0eda830f9a5926e2de5a3d1,2026-01-03T01:49:57Z,'cold impacts',www.lifesciencesworld.com,en,0.3,Does fish thaw faster in water or in air?,"Unlocking the Thaw: Does Fish Thaw Faster in Water or in Air? The age-old question of does fish thaw faster in water or in air? has a definitive answer: Fish thaws significantly faster in cold water than at room temperature, due to water’s superior heat trans…",https://www.lifesciencesworld.com/does-fish-thaw-faster-in-water-or-in-air/,,,"The age-old question of does fish thaw faster in water or in air? has a definitive answer: Fish thaws significantly faster in cold water than at room temperature, due to water’s superior heat transfe… [+7253 chars]",,"Tauen Fische im Wasser oder an der Luft schneller auf? Das Auftauen entschlüsseln: Tauen Fische im Wasser schneller auf oder in der Luft? Die uralte Frage: Tauen Fische im Wasser schneller auf als in der Luft? hat eine eindeutige Antwort: Fisch taut in kaltem Wasser deutlich schneller auf als bei Raumtemperatur, aufgrund der besseren Wärmeübertragung des Wassers …","Does fish thaw faster in water or in air?. Unlocking the Thaw: Does Fish Thaw Faster in Water or in Air? The age-old question of does fish thaw faster in water or in air? has a definitive answer: Fish thaws significantly faster in cold water than at room temperature, due to water’s superior heat trans…","Piscesne an in aqua vel in aere velocius emittunt? Recludens Thaw: Utrum Piscium Reneè Velocius in aqua vel in Aere? Perantiqua quaestio de piscibus an citius in aqua vel in aere emittitur? responsum definitivum habet: Pisces resolvit signanter velocius in aqua frigida quam in cella temperie, propter caloris superioris aquae trans…",2026-01-04 15:16:22+00:00
729863198b6b5a71d1834acce4c7a0ec,2026-01-02T10:00:00Z,'cold impacts',www.creativebloq.com,en,0.3,"Subscription fatigue is real, and 2026 will be the breaking point for artists","Endless fees, shrinking value, and better alternatives are changing the market.",https://www.creativebloq.com/art/digital-art/subscription-fatigue-is-real-and-2026-will-be-the-breaking-point-for-artists,https://cdn.mos.cms.futurecdn.net/Vs23QjdQe9YT5GHs8PFyYm-1600-80.jpg,,"We've all been there. Hunched over the laptop at midnight, surrounded by cold tea and half-finished work, you check your inbox. Suddenly, the number of “your subscription is increasing” emails starts… [+4708 chars]",,"Die Abo-Müdigkeit ist real und 2026 wird für Künstler der Wendepunkt sein. Endlose Gebühren, sinkende Werte und bessere Alternativen verändern den Markt.","Subscription fatigue is real, and 2026 will be the breaking point for artists. Endless fees, shrinking value, and better alternatives are changing the market.","Subscriptio lassitudo vera est, et 2026 punctum artificum fractio erit. Feoda infinita, valorem praebentes, et meliora mutantur forum.",2026-01-05 05:33:06+00:00
dfb9db61b09bbf21ebcf10669cf8fb59,2026-01-02T13:53:51Z,'cold spell',www.bbc.com,en,0.7,Cold snap postpones Boreham Wood & Scunthorpe games,Saturday's National League games at Boreham Wood and Scunthorpe are postponed because of frozen pitches.,https://www.bbc.com/sport/football/articles/cjrz39ny0w8o,https://ichef.bbci.co.uk/ace/branded_sport/1200/cpsprodpb/abcd/live/0c810470-e7c9-11f0-a951-db7efd6ff4fd.jpg,,"Boreham Wood's top-of-the-table National League fixture against York City on Saturday has been postponed because of a frozen pitch at the Mangata Developments Stadium.
The National League leaders ha… [+538 chars]",,Kälteeinbruch verschiebt Spiele von Boreham Wood & Scunthorpe. Die National League-Spiele am Samstag in Boreham Wood und Scunthorpe werden wegen zugefrorener Spielfelder verschoben.,Cold snap postpones Boreham Wood & Scunthorpe games. Saturday's National League games at Boreham Wood and Scunthorpe are postponed because of frozen pitches.,"Frigora franguntur, Boreham Wood & Scunthorpe ludos prorogat. Saturni ludi nationalis Achaici apud Boreham Wood et Scunthorpe ob vocum congelatas prorogantur.",2026-01-05 10:21:35+00:00
a46d3c5594a993d656da4814b437ecfb,2026-01-03T10:00:00Z,'cold snap',wattsupwiththat.com,en,0.7,Expect Soon Another PIK Paper Claiming Warming Leads To Cold Snaps Over Europe,"So, you see warming also leads to unusual cold and harsh winter events across Europe",https://wattsupwiththat.com/2026/01/03/expect-soon-another-pik-paper-claiming-warming-leads-to-cold-snaps-over-europe/,https://i0.wp.com/wattsupwiththat.com/wp-content/uploads/2026/01/sora-warm-arctic-causing-freezing-weather2.webp?fit=1024%2C512&quality=75&ssl=1,,"From the NoTricksZone
By P Gosselin
Winter across Europe has been on the mild side so far just as predicted by global warming alarmists. But now the weather is about to turn cold.
A cold winter sp… [+3054 chars]",,"Erwarten Sie bald ein weiteres PIK-Papier, in dem behauptet wird, dass die Erwärmung zu Kälteeinbrüchen über Europa führt. Sie sehen also, dass die Erwärmung in ganz Europa auch zu ungewöhnlich kalten und strengen Winterereignissen führt","Expect Soon Another PIK Paper Claiming Warming Leads To Cold Snaps Over Europe. So, you see warming also leads to unusual cold and harsh winter events across Europe",Expecto mox Alius PIK Paper Dicens Warming Leads Frigidum Snaps Per Europam. Vides itaque calefacere etiam ad insolitum frigus et asperam eventuum hiemalium per Europam,2026-01-05 10:21:35+00:00
db0fed48deb5d94197a6d2b857be4358,2026-01-01T14:32:12Z,'cold impacts',danwang.co,en,0.2,2025 Letter,"Corgis, compute, Cold War; Ecclesiastes; ties; Stendhal; humor; Pascal's Wager; deep infrastructure; Germanic obedience; Texas State Fair",https://danwang.co/2025-letter/,https://danwang.co/wp-content/uploads/2026/01/Grossberg-Maschinensaal-700x777.jpg,http://web.archive.org/web/20260102003437/https://danwang.co/2025-letter/,"(This piece is my year in review; I skipped a letter last year)
One way that Silicon Valley and the Communist Party resemble each other is that both are serious, self-serious, and indeed, completely… [+81906 chars]",,"Brief 2025. Corgis, Computer, Kalter Krieg; Geistliche; Krawatten; Stendhal; Humor; Pascals Wette; tiefe Infrastruktur; Germanischer Gehorsam; Texas State Fair","2025 Letter. Corgis, compute, Cold War; Ecclesiastes; ties; Stendhal; humor; Pascal's Wager; deep infrastructure; Germanic obedience; Texas State Fair","2025 Epist. Corgis, computa, Bellum Frigidum; Ecclesiastes; dinibus; Stendhal; Humor; Pascal's Wager; profunda infrastructura; Germanic de oboedientia; Texas publica Fair",2026-01-06 10:19:44+00:00
de76f649489671743abea9be5d1a4aa9,2026-01-02T17:15:58Z,'cold impacts',www.usatoday.com,en,0.3,Sick of winter? January thaw coming for eastern half of US,Temperatures are likely to be much warmer than average across a wide expanse of the country into much of next week.,https://www.usatoday.com/story/news/weather/2026/01/02/january-thaw-eastern-half-us-next-week/87990873007/,https://s.yimg.com/ny/api/res/1.2/AFaWdaDuTWREpmiR6wPqYA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05Mjc7Y2Y9d2VicA--/https://media.zenfs.com/en/usa_today_news_641/667bc604ab039a3d95fa892a66a222b5,http://web.archive.org/web/20260102174839/https://www.usatoday.com/story/news/weather/2026/01/02/january-thaw-eastern-half-us-next-week/87990873007/,"Folks sick of winter's cold should see a reprieve from the icy weather the week of Jan. 5, forecasters said.
Temperatures are likely to be much warmer than average across a wide expanse of the count… [+3512 chars]",,Haben Sie den Winter satt? Im Januar kommt es in der östlichen Hälfte der USA zu Tauwetter. Die Temperaturen dürften in weiten Teilen des Landes in weiten Teilen der nächsten Woche weit über dem Durchschnitt liegen.,Sick of winter? January thaw coming for eastern half of US. Temperatures are likely to be much warmer than average across a wide expanse of the country into much of next week.,Aeger hiems? Ianuarias venientem ad dimidium orientale US CALEFACTO. Temperaturae verisimile esse multo calidiores quam mediocris per latitudinem regionis in multa septimana proxima.,2026-01-06 10:19:44+00:00
4beb30ffbb1faad340eca88c7efecd42,2026-01-02T10:27:16Z,'extreme cold',www.bbc.com,en,0.3,How do cold weather health alerts work?,The weather alert service warns the public when high or low temperatures could damage their health.,https://www.bbc.com/news/articles/cd97dkx9g38o?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,https://media.zenfs.com/en/bbc_us_articles_995/74fc3ebffa2a5d3c6c6c8ec4ff2afec0,http://web.archive.org/web/20260102110826/https://www.bbc.com/news/articles/cd97dkx9g38o?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,"Amber health alerts covering much of England have been issued by the UK Health Security Agency (UKHSA).
The alerts mean cold weather is likely to have a significant impact on health and social care … [+3040 chars]",,"Wie funktionieren Gesundheitswarnungen bei kaltem Wetter? Der Wetterwarndienst warnt die Bevölkerung, wenn hohe oder niedrige Temperaturen gesundheitsschädlich sein könnten.",How do cold weather health alerts work?. The weather alert service warns the public when high or low temperatures could damage their health.,"Quomodo frigoris salutem summis operantur?. Tempestas servitio vigilans admonet rem publicam, cum altae vel humilis temperaturae suae valetudini laedere posset.",2026-01-07 05:22:27+00:00
